SpeciesAccepted,Kingdom.x,Phylum.x,Class,Order,Family,Genus,YearofDiscovery,YearGBIF,YearSACs,AntarcticRecordSource,expertAssignedBiogeography,autoGBIFBiogeogrClassAssign,expertAssignLifeform,Raunkieran,Hutchinsonian,Darwinean,Wallacean,Eltonian
Cladosporium sphaerospermum,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,1882,2012,2012,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,1,1
Clavispora lusitaniae,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,1979,2005,2005,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,1,1
Debaryomyces hansenii,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Debaryomyces,1952,2014,2014,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,1,1
Epicoccum nigrum,Fungi,Ascomycota,Dothidemycetes,Pleosporales,Didymellaceae,Epicoccum,1816,2006,2006,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,1,1
Eudyptes chrysolophus,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,1837,1999,1999,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Free-living,1,0,1,1,1
Exophiala pisciphila,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,1974,,1974,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,1,0,1,0,1
Exophiala spinifera,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,1977,,1977,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,1,0,1,0,1
Fusarium chlamydosporum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,1925,,1925,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,1,0,1,0,1
Galerina pseudomycenopsis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,1954,1966,1966,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,1,1
Galerina pumila,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,1961,,1961,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,1,0,1,0,1
Galerina vittiformis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,1950,1987,1987,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,1,1
Lichtheimia corymbifera,Fungi,Zygomycota,Mucoromycetes,Mucorales,Lichtheimiaceae,Lichtheimia,1903,,1903,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,1,0,1,0,1
Malassezia globosa,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,1996,2011,2011,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,1,1
Microdochium bolleyi,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriaceae,Microdochium,1977,,1977,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,1,0,1,0,1
Mortierella alpina,Fungi,Zygomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,1913,2006,2006,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,1,1
Mucor flavus,Fungi,Zygomycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,1817,,1817,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,0,1
Mucor hiemalis,Fungi,Zygomycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,1903,2006,2006,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,1,1
Oidiodendron tenuissimum,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Amorphothecaceae,Oidiodendron,1958,,1958,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,1,0,1,0,1
Ommatophoca rossii,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Ommatophoca,1844,1973,1973,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Free-living,1,0,1,1,1
Omphalina pyxidata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Omphalina,1886,,1886,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,1,0,1,0,1
Papiliotrema laurentii,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Papiliotrema,2015,2006,2006,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,1,1
Parmelia saxatilis,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmemiliaceae,Parmelia,1803,1973,1973,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,Cosmopolitan,Symbiont,1,0,1,1,1
Parmelia sulcata,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmemiliaceae,Parmelia,1836,1974,1974,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,Cosmopolitan,Symbiont,1,0,1,0,1
Peltigera rufescens,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,1793,1989,1989,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,1,0,1,1,1
Penicillium aurantiogriseum,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,1901,2006,2006,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,1,1
Penicillium brevicompactum,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,1901,,1901,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,1,0,1,1,1
Penicillium chrysogenum,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,1910,2005,2005,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,1,0,1,1,1
Phaeosphaeria eustoma,Fungi,Ascomycota,Dothidemycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,1957,1991,1991,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,0,1
Placynthiella icmalea,Fungi,Ascomycota,Lecanoromycetes,Agyriales,Agyriaceae,Placynthiella,1984,1996,1996,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,1,0,1,1,1
Pleopsidium chlorophanum,Fungi,Ascomycota,Lecanoromycetes,Lecanoromycetes,Lecanoromycetes,Pleopsidium,1895,1962,1895,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Symbiont,1,0,1,1,1
Poa annua,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Poa,1753,1963,1963,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Alien Non-Native Introduced,Cosmopolitan,Free-living,1,0,1,1,1
Pseudogymnoascus roseus,Fungi,Ascomycota,Leotiomycetes,Onygenales,Pseudeuritiaceae,Pseudogymnoascus,1929,2005,2005,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,1,1
Pygoscelis antarcticus,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,1781,2003,2003,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Free-living,1,0,1,1,1
Rhizocarpon copelandii,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Rhizocarpon,1874,1986,1986,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Global,Cosmopolitan,Symbiont,1,0,1,1,1
Rhizocarpon distinctum,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Rhizocarpon,1874,1963,1963,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Global,Cosmopolitan,Symbiont,1,0,1,1,1
Rhizocarpon geminatum,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Rhizocarpon,1855,1989,1989,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Global,Cosmopolitan,Symbiont,1,0,1,1,1
Rhizocarpon geographicum,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Rhizocarpon,1805,1989,1989,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Global,Cosmopolitan,Symbiont,1,0,1,1,1
Rhizocarpon grande,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Rhizocarpon,1871,1974,1974,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Global,Cosmopolitan,Symbiont,1,0,0,1,1
Rhizocarpon oederi,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Rhizocarpon,1861,,1861,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Global,UncertainAntartic,Symbiont,1,0,1,0,1
Rhizocarpon superficiale,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Rhizocarpon,1914,1972,1972,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Global,Cosmopolitan,Symbiont,1,0,1,1,1
Rhizophlyctis rosea,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,1891,2006,2006,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,1,1
Rhizophydium sphaerotheca,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,1887,,1887,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,1,0,1,0,1
Rhizopus arrhizus,Fungi,Zygomycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,1892,2006,2006,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,1,1
Rhizopus stolonifer,Fungi,Zygomycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,1902,,1902,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,1,0,1,0,1
Saccharomyces cerevisiae,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,1838,2006,2006,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,1,1
Sclerotinia sclerotiorum,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,1884,2005,2005,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,1,1
Staurothele frustulenta,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Staurothele,1921,1997,1997,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,1,0,1,1,1
Stercorarius antarcticus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Stercorarius,1831,2019,2019,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Free-living,1,0,1,1,1
Sterna paradisaea,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,1763,2017,2017,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Free-living,1,0,1,1,1
Sydowia polyspora,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Sydowia,1953,,1953,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,1,0,1,0,1
Tephrocybe anthracophila,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Tephrocybe,1966,,1966,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,1,0,1,0,1
Thelebolus caninus,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Thelebolus,1790,2006,2006,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,1,1
Thelebolus microsporus,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Thelebolus,1967,2006,2006,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,1,1
Tremella mesenterica,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,1769,,1769,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,1,0,1,0,1
Trichoderma harzianum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,1969,,1969,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,1,0,1,0,1
Trichoderma koningii,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,1902,2006,2006,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,1,1
Umbelopsis ramanniana,Fungi,Zygomycota,Mucoromycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,2003,2005,2005,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,1,0,1,1,1
Umbilicaria aprina,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria,1869,1934,1934,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,Cosmopolitan,Symbiont,1,0,1,1,1
Umbilicaria krascheninnikovii,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria,1914,2009,2009,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,Cosmopolitan,Symbiont,1,0,1,1,1
Umbilicaria polyphylla,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria,1790,1972,1972,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,Cosmopolitan,Symbiont,1,0,1,1,1
Umbilicaria polyphylla,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria,1790,1972,1972,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,Cosmopolitan,Symbiont,1,0,1,1,1
